Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
18112,WHOSIS_000007,REGION,SEAR,,,YEAR,2014,SEX,SEX_MLE,,,,,,,13.3 [12.8-13.8],13.2781,12.78154,13.80085,,2024-08-02T10:13:49Z,2014,2014-01-01,2014-12-31
18219,WHOSIS_000007,COUNTRY,TTO,AMR,Americas,YEAR,2006,SEX,SEX_MLE,,,,,,,14.2 [13.8-14.8],14.24716,13.76924,14.77205,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
18738,WHOSIS_000007,COUNTRY,VNM,WPR,Western Pacific,YEAR,2006,SEX,SEX_FMLE,,,,,,,16.1 [15.6-16.8],16.13235,15.59398,16.78967,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
18890,WHOSIS_000007,COUNTRY,LBR,AFR,Africa,YEAR,2021,SEX,SEX_FMLE,,,,,,,12.1 [11.4-12.7],12.12264,11.43158,12.73846,,2024-08-02T10:13:49Z,2021,2021-01-01,2021-12-31
19194,WHOSIS_000007,COUNTRY,POL,EUR,Europe,YEAR,2014,SEX,SEX_FMLE,,,,,,,17.9 [17.2-18.7],17.86618,17.17507,18.65368,,2024-08-02T10:13:49Z,2014,2014-01-01,2014-12-31
20435,WHOSIS_000007,COUNTRY,TZA,AFR,Africa,YEAR,2011,SEX,SEX_MLE,,,,,,,12.8 [12.4-13.2],12.78076,12.35311,13.21868,,2024-08-02T10:13:49Z,2011,2011-01-01,2011-12-31
21418,WHOSIS_000007,COUNTRY,URY,AMR,Americas,YEAR,2014,SEX,SEX_BTSX,,,,,,,16.8 [16.3-17.4],16.78768,16.27851,17.39051,,2024-08-02T10:13:49Z,2014,2014-01-01,2014-12-31
21668,WHOSIS_000007,COUNTRY,SEN,AFR,Africa,YEAR,2014,SEX,SEX_BTSX,,,,,,,13.4 [12.8-14.1],13.40519,12.82474,14.13036,,2024-08-02T10:13:49Z,2014,2014-01-01,2014-12-31
22744,WHOSIS_000007,COUNTRY,BIH,EUR,Europe,YEAR,2006,SEX,SEX_BTSX,,,,,,,15.5 [15.0-16.0],15.45086,14.95607,16.01765,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
22819,WHOSIS_000007,COUNTRY,GNQ,AFR,Africa,YEAR,2000,SEX,SEX_BTSX,,,,,,,11.1 [10.6-12.0],11.13703,10.55971,11.9593,,2024-08-02T10:13:49Z,2000,2000-01-01,2000-12-31
22880,WHOSIS_000007,COUNTRY,VCT,AMR,Americas,YEAR,2003,SEX,SEX_FMLE,,,,,,,16.1 [15.6-16.7],16.09825,15.5644,16.66923,,2024-08-02T10:13:49Z,2003,2003-01-01,2003-12-31
23263,WHOSIS_000007,COUNTRY,ECU,AMR,Americas,YEAR,2018,SEX,SEX_MLE,,,,,,,16.4 [15.7-17.0],16.358,15.70238,16.99774,,2024-08-02T10:13:49Z,2018,2018-01-01,2018-12-31
23476,WHOSIS_000007,COUNTRY,LUX,EUR,Europe,YEAR,2008,SEX,SEX_BTSX,,,,,,,17.7 [17.1-18.3],17.71475,17.14897,18.31129,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
23704,WHOSIS_000007,COUNTRY,SRB,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,15.0 [14.5-15.5],14.9587,14.47886,15.54985,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
23943,WHOSIS_000007,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2005,SEX,SEX_MLE,,,,,,,11.0 [10.5-11.4],10.9554,10.53752,11.42181,,2024-08-02T10:13:49Z,2005,2005-01-01,2005-12-31
25110,WHOSIS_000007,COUNTRY,KAZ,EUR,Europe,YEAR,2003,SEX,SEX_MLE,,,,,,,10.2 [9.7-10.5],10.1536,9.69381,10.50752,,2024-08-02T10:13:49Z,2003,2003-01-01,2003-12-31
25125,WHOSIS_000007,COUNTRY,SRB,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,13.5 [13.0-14.0],13.50015,12.98819,13.98751,,2024-08-02T10:13:49Z,2001,2001-01-01,2001-12-31
25920,WHOSIS_000007,COUNTRY,TZA,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,12.4 [12.0-13.0],12.44993,11.97004,12.95573,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
26104,WHOSIS_000007,COUNTRY,BOL,AMR,Americas,YEAR,2006,SEX,SEX_MLE,,,,,,,14.2 [13.6-14.9],14.17661,13.63705,14.903,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
26180,WHOSIS_000007,COUNTRY,LAO,WPR,Western Pacific,YEAR,2008,SEX,SEX_MLE,,,,,,,11.9 [11.4-12.4],11.89477,11.4167,12.39887,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
27345,WHOSIS_000007,COUNTRY,VCT,AMR,Americas,YEAR,2008,SEX,SEX_MLE,,,,,,,15.4 [14.9-16.1],15.44143,14.94454,16.09184,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
27689,WHOSIS_000007,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_MLE,,,,,,,11.5 [11.1-11.9],11.53274,11.08738,11.86077,,2024-08-02T10:13:49Z,2015,2015-01-01,2015-12-31
27731,WHOSIS_000007,COUNTRY,UZB,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,11.2 [10.8-11.7],11.22203,10.75713,11.67078,,2024-08-02T10:13:49Z,2001,2001-01-01,2001-12-31
28212,WHOSIS_000007,COUNTRY,AUT,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,17.5 [16.9-18.1],17.52327,16.89576,18.08553,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
28684,WHOSIS_000007,COUNTRY,PER,AMR,Americas,YEAR,2007,SEX,SEX_FMLE,,,,,,,19.1 [18.4-19.8],19.08991,18.43057,19.79812,,2024-08-02T10:13:49Z,2007,2007-01-01,2007-12-31
29115,WHOSIS_000007,COUNTRY,COL,AMR,Americas,YEAR,2008,SEX,SEX_BTSX,,,,,,,16.3 [15.8-16.9],16.30133,15.84354,16.88142,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
29962,WHOSIS_000007,COUNTRY,IND,SEAR,South-East Asia,YEAR,2009,SEX,SEX_FMLE,,,,,,,13.5 [12.9-14.2],13.53622,12.94061,14.16948,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
30021,WHOSIS_000007,COUNTRY,ARE,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_BTSX,,,,,,,16.0 [15.3-16.5],15.97898,15.28216,16.52139,,2024-08-02T10:13:49Z,2001,2001-01-01,2001-12-31
30166,WHOSIS_000007,COUNTRY,KIR,WPR,Western Pacific,YEAR,2017,SEX,SEX_MLE,,,,,,,10.5 [9.9-11.0],10.47372,9.86237,11.01992,,2024-08-02T10:13:49Z,2017,2017-01-01,2017-12-31
31458,WHOSIS_000007,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2006,SEX,SEX_MLE,,,,,,,11.4 [10.8-11.8],11.35027,10.82647,11.79876,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
32118,WHOSIS_000007,COUNTRY,LBR,AFR,Africa,YEAR,2017,SEX,SEX_BTSX,,,,,,,12.5 [11.9-13.2],12.47746,11.8551,13.20659,,2024-08-02T10:13:49Z,2017,2017-01-01,2017-12-31
33431,WHOSIS_000007,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2010,SEX,SEX_BTSX,,,,,,,17.7 [16.9-18.4],17.69725,16.8715,18.38552,,2024-08-02T10:13:49Z,2010,2010-01-01,2010-12-31
33487,WHOSIS_000007,COUNTRY,MEX,AMR,Americas,YEAR,2018,SEX,SEX_MLE,,,,,,,15.9 [15.4-16.5],15.91826,15.37056,16.47942,,2024-08-02T10:13:49Z,2018,2018-01-01,2018-12-31
33635,WHOSIS_000007,COUNTRY,ZAF,AFR,Africa,YEAR,2018,SEX,SEX_MLE,,,,,,,12.4 [11.9-12.8],12.35188,11.93271,12.79993,,2024-08-02T10:13:49Z,2018,2018-01-01,2018-12-31
34159,WHOSIS_000007,COUNTRY,SLV,AMR,Americas,YEAR,2007,SEX,SEX_BTSX,,,,,,,17.3 [16.7-17.9],17.26294,16.74622,17.85837,,2024-08-02T10:13:49Z,2007,2007-01-01,2007-12-31
34640,WHOSIS_000007,REGION,SEAR,,,YEAR,2012,SEX,SEX_MLE,,,,,,,13.3 [12.9-13.8],13.26971,12.85656,13.777,,2024-08-02T10:13:49Z,2012,2012-01-01,2012-12-31
35551,WHOSIS_000007,COUNTRY,LUX,EUR,Europe,YEAR,2016,SEX,SEX_MLE,,,,,,,17.9 [17.3-18.4],17.87162,17.30088,18.44622,,2024-08-02T10:13:49Z,2016,2016-01-01,2016-12-31
36650,WHOSIS_000007,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2010,SEX,SEX_FMLE,,,,,,,10.5 [9.9-11.1],10.4545,9.88549,11.11065,,2024-08-02T10:13:49Z,2010,2010-01-01,2010-12-31
36776,WHOSIS_000007,COUNTRY,BEN,AFR,Africa,YEAR,2015,SEX,SEX_MLE,,,,,,,12.4 [11.8-12.9],12.37499,11.80062,12.87735,,2024-08-02T10:13:49Z,2015,2015-01-01,2015-12-31
37218,WHOSIS_000007,COUNTRY,ISL,EUR,Europe,YEAR,2010,SEX,SEX_MLE,,,,,,,17.7 [17.2-18.3],17.72701,17.18154,18.34156,,2024-08-02T10:13:49Z,2010,2010-01-01,2010-12-31
37271,WHOSIS_000007,COUNTRY,CRI,AMR,Americas,YEAR,2005,SEX,SEX_MLE,,,,,,,17.1 [16.7-17.7],17.13632,16.6581,17.67441,,2024-08-02T10:13:49Z,2005,2005-01-01,2005-12-31
37506,WHOSIS_000007,COUNTRY,ARG,AMR,Americas,YEAR,2011,SEX,SEX_MLE,,,,,,,14.7 [14.2-15.1],14.6564,14.24412,15.10878,,2024-08-02T10:13:49Z,2011,2011-01-01,2011-12-31
38450,WHOSIS_000007,COUNTRY,PRT,EUR,Europe,YEAR,2016,SEX,SEX_FMLE,,,,,,,19.3 [18.6-20.1],19.29767,18.59575,20.07617,,2024-08-02T10:13:49Z,2016,2016-01-01,2016-12-31
39922,WHOSIS_000007,COUNTRY,BDI,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,12.1 [11.6-12.7],12.1468,11.63092,12.72931,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
40658,WHOSIS_000007,COUNTRY,MLT,EUR,Europe,YEAR,2002,SEX,SEX_BTSX,,,,,,,16.6 [16.0-17.1],16.58364,16.02451,17.13769,,2024-08-02T10:13:49Z,2002,2002-01-01,2002-12-31
40713,WHOSIS_000007,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2018,SEX,SEX_BTSX,,,,,,,14.1 [13.4-14.8],14.14162,13.44224,14.80098,,2024-08-02T10:13:49Z,2018,2018-01-01,2018-12-31
41136,WHOSIS_000007,COUNTRY,DOM,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,,,,,,,18.1 [17.4-18.8],18.11338,17.37543,18.80875,,2024-08-02T10:13:49Z,2015,2015-01-01,2015-12-31
41817,WHOSIS_000007,REGION,EMR,,,YEAR,2020,SEX,SEX_FMLE,,,,,,,13.4 [12.7-14.1],13.43361,12.71377,14.10301,,2024-08-02T10:13:49Z,2020,2020-01-01,2020-12-31
42915,WHOSIS_000007,COUNTRY,URY,AMR,Americas,YEAR,2021,SEX,SEX_MLE,,,,,,,13.6 [13.1-14.0],13.58789,13.13261,13.97659,,2024-08-02T10:13:49Z,2021,2021-01-01,2021-12-31
43007,WHOSIS_000007,COUNTRY,NIC,AMR,Americas,YEAR,2003,SEX,SEX_BTSX,,,,,,,17.3 [16.7-18.0],17.34608,16.7441,18.02438,,2024-08-02T10:13:49Z,2003,2003-01-01,2003-12-31
43119,WHOSIS_000007,REGION,AFR,,,YEAR,2009,SEX,SEX_MLE,,,,,,,11.8 [11.3-12.4],11.80955,11.28458,12.38293,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
43643,WHOSIS_000007,REGION,AFR,,,YEAR,2017,SEX,SEX_MLE,,,,,,,12.6 [12.0-13.3],12.62068,12.02152,13.28748,,2024-08-02T10:13:49Z,2017,2017-01-01,2017-12-31
44329,WHOSIS_000007,COUNTRY,SVN,EUR,Europe,YEAR,2007,SEX,SEX_FMLE,,,,,,,17.7 [17.1-18.4],17.69491,17.09508,18.42385,,2024-08-02T10:13:49Z,2007,2007-01-01,2007-12-31
44342,WHOSIS_000007,COUNTRY,RUS,EUR,Europe,YEAR,2011,SEX,SEX_BTSX,,,,,,,13.8 [13.3-14.4],13.8066,13.32814,14.3537,,2024-08-02T10:13:49Z,2011,2011-01-01,2011-12-31
44687,WHOSIS_000007,COUNTRY,LUX,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,17.9 [17.3-18.5],17.91626,17.26602,18.53783,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
46668,WHOSIS_000007,COUNTRY,MWI,AFR,Africa,YEAR,2000,SEX,SEX_MLE,,,,,,,9.1 [8.7-9.6],9.13883,8.68721,9.6173,,2024-08-02T10:13:49Z,2000,2000-01-01,2000-12-31
46881,WHOSIS_000007,COUNTRY,GRC,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,,,,,,,18.1 [17.6-18.8],18.148,17.59173,18.83193,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
48505,WHOSIS_000007,COUNTRY,TZA,AFR,Africa,YEAR,2016,SEX,SEX_FMLE,,,,,,,14.0 [13.4-14.6],13.99773,13.44833,14.59565,,2024-08-02T10:13:49Z,2016,2016-01-01,2016-12-31
49075,WHOSIS_000007,COUNTRY,LSO,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,9.0 [8.5-9.5],8.99624,8.52022,9.45249,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
49182,WHOSIS_000007,COUNTRY,BLZ,AMR,Americas,YEAR,2003,SEX,SEX_BTSX,,,,,,,15.6 [15.2-16.2],15.64647,15.21815,16.15062,,2024-08-02T10:13:49Z,2003,2003-01-01,2003-12-31
49518,WHOSIS_000007,COUNTRY,CHL,AMR,Americas,YEAR,2006,SEX,SEX_MLE,,,,,,,16.0 [15.5-16.5],15.9858,15.45758,16.45126,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
49534,WHOSIS_000007,COUNTRY,TZA,AFR,Africa,YEAR,2003,SEX,SEX_BTSX,,,,,,,12.1 [11.6-12.6],12.13414,11.63631,12.57651,,2024-08-02T10:13:49Z,2003,2003-01-01,2003-12-31
49814,WHOSIS_000007,REGION,EUR,,,YEAR,2003,SEX,SEX_BTSX,,,,,,,14.9 [14.4-15.4],14.89403,14.41369,15.38381,,2024-08-02T10:13:49Z,2003,2003-01-01,2003-12-31
50916,WHOSIS_000007,COUNTRY,CYP,EUR,Europe,YEAR,2014,SEX,SEX_MLE,,,,,,,17.5 [16.9-18.1],17.51952,16.93888,18.0843,,2024-08-02T10:13:49Z,2014,2014-01-01,2014-12-31
51806,WHOSIS_000007,COUNTRY,CHE,EUR,Europe,YEAR,2002,SEX,SEX_MLE,,,,,,,16.5 [16.0-17.0],16.51206,16.01828,17.04157,,2024-08-02T10:13:49Z,2002,2002-01-01,2002-12-31
52990,WHOSIS_000007,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2014,SEX,SEX_FMLE,,,,,,,16.8 [16.1-17.7],16.84382,16.07331,17.65322,,2024-08-02T10:13:49Z,2014,2014-01-01,2014-12-31
54195,WHOSIS_000007,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2008,SEX,SEX_BTSX,,,,,,,17.4 [16.8-18.0],17.41524,16.80923,18.04341,,2024-08-02T10:13:49Z,2008,2008-01-01,2008-12-31
55525,WHOSIS_000007,COUNTRY,ZAF,AFR,Africa,YEAR,2021,SEX,SEX_BTSX,,,,,,,11.3 [10.8-11.7],11.28141,10.84498,11.66885,,2024-08-02T10:13:49Z,2021,2021-01-01,2021-12-31
56569,WHOSIS_000007,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_BTSX,,,,,,,15.0 [14.5-15.6],15.01774,14.5027,15.5999,,2024-08-02T10:13:49Z,2012,2012-01-01,2012-12-31
59146,WHOSIS_000007,COUNTRY,CUB,AMR,Americas,YEAR,2012,SEX,SEX_FMLE,,,,,,,17.9 [17.4-18.5],17.94335,17.40476,18.5047,,2024-08-02T10:13:49Z,2012,2012-01-01,2012-12-31
59250,WHOSIS_000007,COUNTRY,NZL,WPR,Western Pacific,YEAR,2002,SEX,SEX_MLE,,,,,,,15.9 [15.4-16.5],15.8928,15.38269,16.46398,,2024-08-02T10:13:49Z,2002,2002-01-01,2002-12-31
59319,WHOSIS_000007,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2009,SEX,SEX_FMLE,,,,,,,14.3 [13.7-15.1],14.26043,13.66949,15.09598,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
60116,WHOSIS_000007,COUNTRY,COG,AFR,Africa,YEAR,2017,SEX,SEX_BTSX,,,,,,,11.7 [11.1-12.3],11.71742,11.10375,12.34492,,2024-08-02T10:13:49Z,2017,2017-01-01,2017-12-31
61006,WHOSIS_000007,COUNTRY,BEL,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,16.6 [16.1-17.2],16.61424,16.08425,17.22406,,2024-08-02T10:13:49Z,2001,2001-01-01,2001-12-31
61104,WHOSIS_000007,COUNTRY,LCA,AMR,Americas,YEAR,2006,SEX,SEX_FMLE,,,,,,,17.0 [16.5-17.7],17.02966,16.50589,17.73533,,2024-08-02T10:13:49Z,2006,2006-01-01,2006-12-31
61355,WHOSIS_000007,COUNTRY,PSE,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_FMLE,,,,,,,14.5 [14.0-15.1],14.4606,13.95229,15.07973,,2024-08-02T10:13:49Z,2012,2012-01-01,2012-12-31
61652,WHOSIS_000007,REGION,AFR,,,YEAR,2015,SEX,SEX_BTSX,,,,,,,13.0 [12.5-13.7],12.9692,12.46743,13.67493,,2024-08-02T10:13:49Z,2015,2015-01-01,2015-12-31
62664,WHOSIS_000007,COUNTRY,BRN,WPR,Western Pacific,YEAR,2009,SEX,SEX_MLE,,,,,,,15.2 [14.7-15.7],15.18393,14.68807,15.72753,,2024-08-02T10:13:49Z,2009,2009-01-01,2009-12-31
