Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
14553,WHOSIS_000002,COUNTRY,MUS,AFR,Africa,YEAR,2016,SEX,SEX_BTSX,,,,,,,64.3 [63.7-65.1],64.33616,63.7067,65.08332,,2024-08-02T10:11:00Z,2016,2016-01-01,2016-12-31
14661,WHOSIS_000002,COUNTRY,SYC,AFR,Africa,YEAR,2003,SEX,SEX_BTSX,,,,,,,63.6 [63.0-64.3],63.64161,63.01041,64.3338,,2024-08-02T10:11:00Z,2003,2003-01-01,2003-12-31
14662,WHOSIS_000002,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2011,SEX,SEX_FMLE,,,,,,,62.0 [60.9-63.0],61.96296,60.93479,62.98685,,2024-08-02T10:11:00Z,2011,2011-01-01,2011-12-31
15012,WHOSIS_000002,COUNTRY,EST,EUR,Europe,YEAR,2017,SEX,SEX_BTSX,,,,,,,67.9 [67.2-68.5],67.865,67.20901,68.49206,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
16721,WHOSIS_000002,COUNTRY,LCA,AMR,Americas,YEAR,2008,SEX,SEX_MLE,,,,,,,63.4 [62.8-64.1],63.39176,62.78801,64.09165,,2024-08-02T10:11:00Z,2008,2008-01-01,2008-12-31
16737,WHOSIS_000002,COUNTRY,GNB,AFR,Africa,YEAR,2019,SEX,SEX_MLE,,,,,,,50.6 [49.4-51.8],50.60264,49.41418,51.80062,,2024-08-02T10:11:00Z,2019,2019-01-01,2019-12-31
16846,WHOSIS_000002,COUNTRY,SUR,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,,,,,,,64.7 [63.8-65.6],64.74515,63.78338,65.60996,,2024-08-02T10:11:00Z,2015,2015-01-01,2015-12-31
16965,WHOSIS_000002,COUNTRY,SVK,EUR,Europe,YEAR,2014,SEX,SEX_FMLE,,,,,,,68.9 [68.1-69.8],68.86543,68.05117,69.76246,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
17523,WHOSIS_000002,COUNTRY,SEN,AFR,Africa,YEAR,2001,SEX,SEX_BTSX,,,,,,,51.5 [50.8-52.3],51.54523,50.84993,52.30341,,2024-08-02T10:11:00Z,2001,2001-01-01,2001-12-31
17559,WHOSIS_000002,COUNTRY,TUR,EUR,Europe,YEAR,2009,SEX,SEX_MLE,,,,,,,65.2 [64.6-65.9],65.20504,64.63283,65.93354,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
17771,WHOSIS_000002,COUNTRY,SLV,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,61.4 [60.8-62.1],61.41962,60.79978,62.10162,,2024-08-02T10:11:00Z,2010,2010-01-01,2010-12-31
19182,WHOSIS_000002,COUNTRY,AZE,EUR,Europe,YEAR,2005,SEX,SEX_FMLE,,,,,,,61.6 [60.8-62.3],61.55625,60.83187,62.28482,,2024-08-02T10:11:00Z,2005,2005-01-01,2005-12-31
19329,WHOSIS_000002,COUNTRY,TGO,AFR,Africa,YEAR,2001,SEX,SEX_MLE,,,,,,,48.5 [47.8-49.4],48.47027,47.75764,49.38144,,2024-08-02T10:11:00Z,2001,2001-01-01,2001-12-31
19950,WHOSIS_000002,COUNTRY,FJI,WPR,Western Pacific,YEAR,2002,SEX,SEX_FMLE,,,,,,,60.0 [59.4-60.8],60.04825,59.40819,60.76852,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
20483,WHOSIS_000002,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2020,SEX,SEX_FMLE,,,,,,,69.5 [68.5-70.4],69.48029,68.54389,70.36713,,2024-08-02T10:11:00Z,2020,2020-01-01,2020-12-31
20878,WHOSIS_000002,COUNTRY,HTI,AMR,Americas,YEAR,2017,SEX,SEX_FMLE,,,,,,,54.0 [53.1-55.0],54.03178,53.08666,55.03554,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
21038,WHOSIS_000002,COUNTRY,CIV,AFR,Africa,YEAR,2020,SEX,SEX_FMLE,,,,,,,56.5 [55.5-57.5],56.50796,55.51438,57.47396,,2024-08-02T10:11:00Z,2020,2020-01-01,2020-12-31
22018,WHOSIS_000002,COUNTRY,SWZ,AFR,Africa,YEAR,2006,SEX,SEX_BTSX,,,,,,,37.8 [36.7-39.2],37.80849,36.72594,39.20234,,2024-08-02T10:11:00Z,2006,2006-01-01,2006-12-31
22506,WHOSIS_000002,COUNTRY,BRA,AMR,Americas,YEAR,2005,SEX,SEX_FMLE,,,,,,,63.8 [62.8-64.8],63.79896,62.79342,64.75724,,2024-08-02T10:11:00Z,2005,2005-01-01,2005-12-31
23364,WHOSIS_000002,COUNTRY,TGO,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,,,,,,,56.9 [55.9-57.9],56.91207,55.9346,57.91072,,2024-08-02T10:11:00Z,2019,2019-01-01,2019-12-31
25116,WHOSIS_000002,COUNTRY,NIC,AMR,Americas,YEAR,2002,SEX,SEX_BTSX,,,,,,,65.2 [64.4-66.2],65.17977,64.39496,66.17313,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
25306,WHOSIS_000002,COUNTRY,FRA,EUR,Europe,YEAR,2014,SEX,SEX_FMLE,,,,,,,71.6 [70.6-72.4],71.56075,70.61747,72.43612,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
25972,WHOSIS_000002,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2005,SEX,SEX_FMLE,,,,,,,61.7 [61.0-62.5],61.66609,60.96144,62.51417,,2024-08-02T10:11:00Z,2005,2005-01-01,2005-12-31
26192,WHOSIS_000002,COUNTRY,PRT,EUR,Europe,YEAR,2017,SEX,SEX_FMLE,,,,,,,71.1 [70.3-72.0],71.08221,70.314,72.01611,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
27364,WHOSIS_000002,COUNTRY,MKD,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,,,,,,,66.7 [65.9-67.4],66.65244,65.86591,67.36779,,2024-08-02T10:11:00Z,2019,2019-01-01,2019-12-31
27599,WHOSIS_000002,COUNTRY,CAN,AMR,Americas,YEAR,2005,SEX,SEX_BTSX,,,,,,,69.0 [68.3-69.8],69.04258,68.27304,69.81283,,2024-08-02T10:11:00Z,2005,2005-01-01,2005-12-31
27678,WHOSIS_000002,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,2018,SEX,SEX_MLE,,,,,,,62.8 [62.0-63.9],62.84147,62.04148,63.85066,,2024-08-02T10:11:00Z,2018,2018-01-01,2018-12-31
28244,WHOSIS_000002,COUNTRY,SLV,AMR,Americas,YEAR,2009,SEX,SEX_BTSX,,,,,,,63.9 [63.0-64.5],63.89101,63.02851,64.5354,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
28455,WHOSIS_000002,COUNTRY,SLE,AFR,Africa,YEAR,2011,SEX,SEX_MLE,,,,,,,48.6 [47.7-49.7],48.56992,47.65124,49.73845,,2024-08-02T10:11:00Z,2011,2011-01-01,2011-12-31
28458,WHOSIS_000002,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,2006,SEX,SEX_MLE,,,,,,,56.5 [55.4-57.5],56.49515,55.43735,57.50626,,2024-08-02T10:11:00Z,2006,2006-01-01,2006-12-31
29945,WHOSIS_000002,COUNTRY,BGR,EUR,Europe,YEAR,2010,SEX,SEX_BTSX,,,,,,,64.5 [63.9-65.2],64.52362,63.9472,65.18864,,2024-08-02T10:11:00Z,2010,2010-01-01,2010-12-31
31761,WHOSIS_000002,COUNTRY,MEX,AMR,Americas,YEAR,2002,SEX,SEX_BTSX,,,,,,,64.4 [63.8-65.1],64.40892,63.80563,65.10696,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
31879,WHOSIS_000002,COUNTRY,LBR,AFR,Africa,YEAR,2002,SEX,SEX_MLE,,,,,,,45.2 [44.3-46.3],45.22315,44.26017,46.34219,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
32359,WHOSIS_000002,COUNTRY,ATG,AMR,Americas,YEAR,2002,SEX,SEX_BTSX,,,,,,,65.3 [64.6-66.1],65.33903,64.63656,66.05552,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
33372,WHOSIS_000002,COUNTRY,GTM,AMR,Americas,YEAR,2018,SEX,SEX_BTSX,,,,,,,62.5 [61.7-63.3],62.52174,61.67687,63.29488,,2024-08-02T10:11:00Z,2018,2018-01-01,2018-12-31
34317,WHOSIS_000002,COUNTRY,EST,EUR,Europe,YEAR,2005,SEX,SEX_BTSX,,,,,,,63.5 [62.9-64.2],63.51408,62.94057,64.20006,,2024-08-02T10:11:00Z,2005,2005-01-01,2005-12-31
34417,WHOSIS_000002,COUNTRY,LBR,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,51.1 [50.1-51.9],51.05374,50.11371,51.93094,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
34867,WHOSIS_000002,COUNTRY,FJI,WPR,Western Pacific,YEAR,2013,SEX,SEX_MLE,,,,,,,58.7 [58.1-59.4],58.74146,58.1397,59.40978,,2024-08-02T10:11:00Z,2013,2013-01-01,2013-12-31
35057,WHOSIS_000002,COUNTRY,LUX,EUR,Europe,YEAR,2018,SEX,SEX_FMLE,,,,,,,71.8,71.84919,,,,2024-08-02T10:11:00Z,2018,2018-01-01,2018-12-31
35741,WHOSIS_000002,COUNTRY,LTU,EUR,Europe,YEAR,2014,SEX,SEX_BTSX,,,,,,,64.7 [64.0-65.4],64.72339,64.03453,65.40335,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
36156,WHOSIS_000002,COUNTRY,MRT,AFR,Africa,YEAR,2002,SEX,SEX_MLE,,,,,,,57.3 [56.4-58.1],57.29761,56.44658,58.06227,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
39060,WHOSIS_000002,COUNTRY,SVN,EUR,Europe,YEAR,2004,SEX,SEX_MLE,,,,,,,64.4 [63.7-65.1],64.42307,63.74971,65.10798,,2024-08-02T10:11:00Z,2004,2004-01-01,2004-12-31
41171,WHOSIS_000002,COUNTRY,PHL,WPR,Western Pacific,YEAR,2015,SEX,SEX_FMLE,,,,,,,63.8 [63.2-64.6],63.84542,63.15407,64.56905,,2024-08-02T10:11:00Z,2015,2015-01-01,2015-12-31
41285,WHOSIS_000002,COUNTRY,COG,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,52.3 [51.6-53.1],52.30076,51.6187,53.1104,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
42295,WHOSIS_000002,COUNTRY,BFA,AFR,Africa,YEAR,2009,SEX,SEX_FMLE,,,,,,,51.6 [50.8-52.6],51.6164,50.82893,52.60677,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
42865,WHOSIS_000002,COUNTRY,TON,WPR,Western Pacific,YEAR,2009,SEX,SEX_MLE,,,,,,,60.0 [59.4-60.7],60.01207,59.4183,60.68873,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
43098,WHOSIS_000002,COUNTRY,CIV,AFR,Africa,YEAR,2021,SEX,SEX_FMLE,,,,,,,56.4 [55.5-57.3],56.39796,55.48408,57.29645,,2024-08-02T10:11:00Z,2021,2021-01-01,2021-12-31
45587,WHOSIS_000002,COUNTRY,BRB,AMR,Americas,YEAR,2018,SEX,SEX_FMLE,,,,,,,66.7 [66.0-67.7],66.71888,65.96924,67.68486,,2024-08-02T10:11:00Z,2018,2018-01-01,2018-12-31
47894,WHOSIS_000002,COUNTRY,UKR,EUR,Europe,YEAR,2005,SEX,SEX_MLE,,,,,,,54.7 [54.3-55.2],54.73402,54.33594,55.21506,,2024-08-02T10:11:00Z,2005,2005-01-01,2005-12-31
49014,WHOSIS_000002,COUNTRY,ARM,EUR,Europe,YEAR,2017,SEX,SEX_FMLE,,,,,,,68.5 [67.7-69.2],68.48342,67.65103,69.24427,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
49313,WHOSIS_000002,COUNTRY,ALB,EUR,Europe,YEAR,2017,SEX,SEX_FMLE,,,,,,,69.4 [68.7-70.3],69.38958,68.66604,70.26847,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
50192,WHOSIS_000002,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2021,SEX,SEX_BTSX,,,,,,,56.9 [55.9-57.9],56.89015,55.85822,57.94851,,2024-08-02T10:11:00Z,2021,2021-01-01,2021-12-31
50207,WHOSIS_000002,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_MLE,,,,,,,66.3 [65.6-66.9],66.30131,65.61488,66.93454,,2024-08-02T10:11:00Z,2019,2019-01-01,2019-12-31
51814,WHOSIS_000002,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,2000,SEX,SEX_MLE,,,,,,,63.9 [63.0-64.6],63.85469,63.04537,64.62703,,2024-08-02T10:11:00Z,2000,2000-01-01,2000-12-31
52697,WHOSIS_000002,COUNTRY,HRV,EUR,Europe,YEAR,2016,SEX,SEX_FMLE,,,,,,,69.9 [69.0-70.7],69.8565,69.04299,70.71681,,2024-08-02T10:11:00Z,2016,2016-01-01,2016-12-31
53030,WHOSIS_000002,COUNTRY,BHS,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,,,,,,,65.5 [64.7-66.2],65.45277,64.6838,66.20074,,2024-08-02T10:11:00Z,2015,2015-01-01,2015-12-31
53804,WHOSIS_000002,COUNTRY,HND,AMR,Americas,YEAR,2001,SEX,SEX_BTSX,,,,,,,60.9 [60.3-61.9],60.88005,60.28835,61.93269,,2024-08-02T10:11:00Z,2001,2001-01-01,2001-12-31
55254,WHOSIS_000002,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_FMLE,,,,,,,62.6 [61.7-63.5],62.59976,61.69886,63.51979,,2024-08-02T10:11:00Z,2015,2015-01-01,2015-12-31
55964,WHOSIS_000002,COUNTRY,NIC,AMR,Americas,YEAR,2000,SEX,SEX_MLE,,,,,,,63.3 [62.7-64.0],63.32814,62.69139,63.9671,,2024-08-02T10:11:00Z,2000,2000-01-01,2000-12-31
56030,WHOSIS_000002,COUNTRY,SVN,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,65.1 [64.5-65.7],65.07045,64.51549,65.65118,,2024-08-02T10:11:00Z,2006,2006-01-01,2006-12-31
56969,WHOSIS_000002,COUNTRY,LUX,EUR,Europe,YEAR,2015,SEX,SEX_BTSX,,,,,,,71.1 [70.3-71.9],71.10884,70.29688,71.90383,,2024-08-02T10:11:00Z,2015,2015-01-01,2015-12-31
56983,WHOSIS_000002,REGION,AMR,,,YEAR,2014,SEX,SEX_FMLE,,,,,,,67.0 [66.0-67.9],66.980950000000007,66.02421,67.88371,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
58144,WHOSIS_000002,COUNTRY,KGZ,EUR,Europe,YEAR,2017,SEX,SEX_BTSX,,,,,,,64.2 [63.7-64.9],64.19712,63.66023,64.8699,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
58687,WHOSIS_000002,COUNTRY,KEN,AFR,Africa,YEAR,2021,SEX,SEX_BTSX,,,,,,,58.2 [57.6-59.0],58.21708,57.56481,58.97358,,2024-08-02T10:11:00Z,2021,2021-01-01,2021-12-31
58734,WHOSIS_000002,COUNTRY,CAN,AMR,Americas,YEAR,2020,SEX,SEX_MLE,,,,,,,68.9 [68.2-69.7],68.90956,68.23946,69.67076,,2024-08-02T10:11:00Z,2020,2020-01-01,2020-12-31
58916,WHOSIS_000002,COUNTRY,GBR,EUR,Europe,YEAR,2011,SEX,SEX_MLE,,,,,,,68.8 [68.1-69.5],68.82023,68.12386,69.5389,,2024-08-02T10:11:00Z,2011,2011-01-01,2011-12-31
59154,WHOSIS_000002,COUNTRY,TKM,EUR,Europe,YEAR,2002,SEX,SEX_MLE,,,,,,,55.7 [55.1-56.3],55.71612,55.1062,56.32404,,2024-08-02T10:11:00Z,2002,2002-01-01,2002-12-31
59987,WHOSIS_000002,COUNTRY,LUX,EUR,Europe,YEAR,2012,SEX,SEX_MLE,,,,,,,69.8 [69.2-70.7],69.8287,69.23526,70.66285,,2024-08-02T10:11:00Z,2012,2012-01-01,2012-12-31
60134,WHOSIS_000002,COUNTRY,PAN,AMR,Americas,YEAR,2014,SEX,SEX_MLE,,,,,,,65.8 [65.1-66.5],65.82762,65.110830000000007,66.48637,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
61201,WHOSIS_000002,REGION,SEAR,,,YEAR,2016,SEX,SEX_FMLE,,,,,,,61.4 [60.6-62.4],61.40107,60.61063,62.35903,,2024-08-02T10:11:00Z,2016,2016-01-01,2016-12-31
62291,WHOSIS_000002,COUNTRY,GIN,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,,,,,,,48.6 [47.8-49.6],48.58477,47.82077,49.57542,,2024-08-02T10:11:00Z,2003,2003-01-01,2003-12-31
62488,WHOSIS_000002,COUNTRY,GRD,AMR,Americas,YEAR,2000,SEX,SEX_BTSX,,,,,,,62.6 [62.0-63.2],62.63843,62.04105,63.18891,,2024-08-02T10:11:00Z,2000,2000-01-01,2000-12-31
62630,WHOSIS_000002,COUNTRY,SWZ,AFR,Africa,YEAR,2011,SEX,SEX_BTSX,,,,,,,42.2 [41.1-43.5],42.1901,41.11949,43.4784,,2024-08-02T10:11:00Z,2011,2011-01-01,2011-12-31
62767,WHOSIS_000002,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2014,SEX,SEX_MLE,,,,,,,57.4 [56.4-58.2],57.38145,56.43369,58.23619,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
62812,WHOSIS_000002,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2020,SEX,SEX_FMLE,,,,,,,62.7 [61.7-63.6],62.66969,61.7415,63.59262,,2024-08-02T10:11:00Z,2020,2020-01-01,2020-12-31
65834,WHOSIS_000002,COUNTRY,BHS,AMR,Americas,YEAR,2014,SEX,SEX_BTSX,,,,,,,63.5 [62.8-64.1],63.45476,62.76299,64.14986,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
65884,WHOSIS_000002,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2009,SEX,SEX_FMLE,,,,,,,68.4 [67.6-69.4],68.42338,67.63193,69.44104,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
66240,WHOSIS_000002,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2004,SEX,SEX_BTSX,,,,,,,62.1 [61.4-62.9],62.11575,61.43577,62.878,,2024-08-02T10:11:00Z,2004,2004-01-01,2004-12-31
66740,WHOSIS_000002,COUNTRY,NZL,WPR,Western Pacific,YEAR,2014,SEX,SEX_BTSX,,,,,,,69.3 [68.7-70.1],69.29686,68.67659,70.11153,,2024-08-02T10:11:00Z,2014,2014-01-01,2014-12-31
67053,WHOSIS_000002,COUNTRY,GUY,AMR,Americas,YEAR,2020,SEX,SEX_MLE,,,,,,,55.8 [54.8-56.8],55.81397,54.77765,56.8326,,2024-08-02T10:11:00Z,2020,2020-01-01,2020-12-31
67825,WHOSIS_000002,COUNTRY,CZE,EUR,Europe,YEAR,2020,SEX,SEX_MLE,,,,,,,66.1 [65.5-66.8],66.10551,65.49872,66.75644,,2024-08-02T10:11:00Z,2020,2020-01-01,2020-12-31
69579,WHOSIS_000002,COUNTRY,KIR,WPR,Western Pacific,YEAR,2004,SEX,SEX_BTSX,,,,,,,53.6 [52.9-54.5],53.63688,52.89015,54.51531,,2024-08-02T10:11:00Z,2004,2004-01-01,2004-12-31
70686,WHOSIS_000002,COUNTRY,GBR,EUR,Europe,YEAR,2017,SEX,SEX_MLE,,,,,,,69.2 [68.6-69.9],69.16392,68.62325,69.85731,,2024-08-02T10:11:00Z,2017,2017-01-01,2017-12-31
72677,WHOSIS_000002,COUNTRY,CHL,AMR,Americas,YEAR,2001,SEX,SEX_MLE,,,,,,,65.0 [64.3-65.6],64.97549,64.31939,65.64476,,2024-08-02T10:11:00Z,2001,2001-01-01,2001-12-31
72930,WHOSIS_000002,COUNTRY,EST,EUR,Europe,YEAR,2011,SEX,SEX_MLE,,,,,,,63.0 [62.3-63.7],62.9884,62.30856,63.66761,,2024-08-02T10:11:00Z,2011,2011-01-01,2011-12-31
74338,WHOSIS_000002,COUNTRY,UGA,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,,,,,,,59.2 [58.4-60.1],59.23385,58.41457,60.1092,,2024-08-02T10:11:00Z,2018,2018-01-01,2018-12-31
74413,WHOSIS_000002,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2010,SEX,SEX_MLE,,,,,,,55.5 [54.7-56.2],55.4502,54.65698,56.19449,,2024-08-02T10:11:00Z,2010,2010-01-01,2010-12-31
75264,WHOSIS_000002,COUNTRY,GNQ,AFR,Africa,YEAR,2021,SEX,SEX_MLE,,,,,,,52.9 [51.5-54.5],52.93378,51.45321,54.51304,,2024-08-02T10:11:00Z,2021,2021-01-01,2021-12-31
76030,WHOSIS_000002,COUNTRY,GNQ,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,51.3 [49.9-52.6],51.28094,49.9132,52.56691,,2024-08-02T10:11:00Z,2008,2008-01-01,2008-12-31
76676,WHOSIS_000002,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2021,SEX,SEX_FMLE,,,,,,,65.1 [64.2-66.2],65.11685,64.17112,66.18739,,2024-08-02T10:11:00Z,2021,2021-01-01,2021-12-31
78344,WHOSIS_000002,COUNTRY,PRI,AMR,Americas,YEAR,2009,SEX,SEX_BTSX,,,,,,,67.8 [67.1-68.5],67.82263,67.07588,68.48369,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
82084,WHOSIS_000002,COUNTRY,SEN,AFR,Africa,YEAR,2015,SEX,SEX_BTSX,,,,,,,58.7 [57.9-59.5],58.67316,57.86806,59.46773,,2024-08-02T10:11:00Z,2015,2015-01-01,2015-12-31
83004,WHOSIS_000002,COUNTRY,CZE,EUR,Europe,YEAR,2016,SEX,SEX_MLE,,,,,,,66.6 [65.9-67.4],66.56364,65.89963,67.37301,,2024-08-02T10:11:00Z,2016,2016-01-01,2016-12-31
83046,WHOSIS_000002,COUNTRY,BWA,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,48.6 [47.6-49.8],48.62033,47.60953,49.80019,,2024-08-02T10:11:00Z,2009,2009-01-01,2009-12-31
83854,WHOSIS_000002,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2021,SEX,SEX_MLE,,,,,,,65.8 [65.1-66.6],65.79726,65.08848,66.57515,,2024-08-02T10:11:00Z,2021,2021-01-01,2021-12-31
84499,WHOSIS_000002,COUNTRY,WSM,WPR,Western Pacific,YEAR,2001,SEX,SEX_MLE,,,,,,,60.5 [59.7-61.3],60.47017,59.74604,61.25654,,2024-08-02T10:11:00Z,2001,2001-01-01,2001-12-31
